match_no,date,stage,venue,city,innings,batting_team,bowling_team,batting_team_full,bowling_team_full,over,legal_ball_number,is_legal_delivery,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,runs_this_ball,is_wicket,wicket_type,player_dismissed,fielder,total_runs,total_wickets,wickets_remaining,balls_bowled,balls_remaining,crr,is_boundary,is_dot,phase,target,runs_to_win,rrr
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.1,61,1,Rohit Sharma,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,123,0,10,61,59,12.1,0,0,Middle,221,98,9.97
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.2,62,1,Ryan Rickelton,Varun Chakaravarthy,6,0,0,0,0,0,6,0,,,,129,0,10,62,58,12.48,1,0,Middle,221,92,9.52
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.3,63,1,Ryan Rickelton,Varun Chakaravarthy,0,0,0,0,0,0,0,0,,,,129,0,10,63,57,12.29,0,1,Middle,221,92,9.68
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.4,64,1,Ryan Rickelton,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,130,0,10,64,56,12.19,0,0,Middle,221,91,9.75
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.5,65,1,Rohit Sharma,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,131,0,10,65,55,12.09,0,0,Middle,221,90,9.82
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,10.6,66,1,Ryan Rickelton,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,135,0,10,66,54,12.27,1,0,Middle,221,86,9.56
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.1,67,1,Rohit Sharma,Vaibhav Arora,4,0,0,0,0,0,4,0,,,,139,0,10,67,53,12.45,1,0,Middle,221,82,9.28
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.2,68,1,Rohit Sharma,Vaibhav Arora,6,0,0,0,0,0,6,0,,,,145,0,10,68,52,12.79,1,0,Middle,221,76,8.77
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.3,69,1,Rohit Sharma,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,146,0,10,69,51,12.7,0,0,Middle,221,75,8.82
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.4,70,1,Ryan Rickelton,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,147,0,10,70,50,12.6,0,0,Middle,221,74,8.88
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.5,71,1,Rohit Sharma,Vaibhav Arora,0,0,0,0,0,0,0,1,caught,Rohit Sharma,Anukul Roy,147,1,9,71,49,12.42,0,1,Middle,221,74,9.06
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.5,71,0,Rohit Sharma,Vaibhav Arora,0,1,1,0,0,0,1,0,,,,148,1,9,71,49,12.51,0,0,Middle,221,73,8.94
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,11.6,72,1,Suryakumar Yadav,Vaibhav Arora,4,0,0,0,0,0,4,0,,,,152,1,9,72,48,12.67,1,0,Middle,221,69,8.62
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.1,73,1,Ryan Rickelton,Anukul Roy,0,0,0,0,0,0,0,0,,,,152,1,9,73,47,12.49,0,1,Middle,221,69,8.81
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.2,74,1,Ryan Rickelton,Anukul Roy,1,0,0,0,0,0,1,0,,,,153,1,9,74,46,12.41,0,0,Middle,221,68,8.87
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.3,75,1,Suryakumar Yadav,Anukul Roy,1,0,0,0,0,0,1,0,,,,154,1,9,75,45,12.32,0,0,Middle,221,67,8.93
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.4,76,1,Ryan Rickelton,Anukul Roy,1,0,0,0,0,0,1,0,,,,155,1,9,76,44,12.24,0,0,Middle,221,66,9
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.5,76,0,Suryakumar Yadav,Anukul Roy,0,1,1,0,0,0,1,0,,,,156,1,9,76,44,12.32,0,0,Middle,221,65,8.86
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.5,77,1,Suryakumar Yadav,Anukul Roy,1,0,0,0,0,0,1,0,,,,157,1,9,77,43,12.23,0,0,Middle,221,64,8.93
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,12.6,78,1,Ryan Rickelton,Anukul Roy,6,0,0,0,0,0,6,0,,,,163,1,9,78,42,12.54,1,0,Middle,221,58,8.29
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.1,79,1,Suryakumar Yadav,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,167,1,9,79,41,12.68,1,0,Middle,221,54,7.9
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.2,80,1,Suryakumar Yadav,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,168,1,9,80,40,12.6,0,0,Middle,221,53,7.95
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.3,81,1,Ryan Rickelton,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,169,1,9,81,39,12.52,0,0,Middle,221,52,8
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.4,82,1,Suryakumar Yadav,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,170,1,9,82,38,12.44,0,0,Middle,221,51,8.05
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.5,83,1,Ryan Rickelton,Varun Chakaravarthy,0,0,0,0,0,0,0,0,,,,170,1,9,83,37,12.29,0,1,Middle,221,51,8.27
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.5,83,0,Ryan Rickelton,Varun Chakaravarthy,0,1,1,0,0,0,1,0,,,,171,1,9,83,37,12.36,0,0,Middle,221,50,8.11
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,13.6,84,1,Ryan Rickelton,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,175,1,9,84,36,12.5,1,0,Middle,221,46,7.67
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.1,85,1,Suryakumar Yadav,Kartik Tyagi,4,0,0,0,0,0,4,0,,,,179,1,9,85,35,12.64,1,0,Middle,221,42,7.2
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.2,86,1,Suryakumar Yadav,Kartik Tyagi,0,0,0,0,0,0,0,1,caught,Suryakumar Yadav,Rinku Singh,179,2,8,86,34,12.49,0,1,Middle,221,42,7.41
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.3,87,1,Tilak Varma,Kartik Tyagi,4,0,0,0,0,0,4,0,,,,183,2,8,87,33,12.62,1,0,Middle,221,38,6.91
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.4,88,1,Tilak Varma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,183,2,8,88,32,12.48,0,1,Middle,221,38,7.12
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.5,89,1,Tilak Varma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,183,2,8,89,31,12.34,0,1,Middle,221,38,7.35
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,14.6,90,1,Tilak Varma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,183,2,8,90,30,12.2,0,1,Middle,221,38,7.6
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.1,91,1,Ryan Rickelton,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,183,2,8,91,29,12.07,0,1,Death,221,38,7.86
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.2,92,1,Ryan Rickelton,Blessing Muzarabani,1,0,0,0,0,0,1,1,run out,Ryan Rickelton,Anukul Roy,184,3,7,92,28,12,0,0,Death,221,37,7.93
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.3,93,1,Tilak Varma,Blessing Muzarabani,1,0,0,0,0,0,1,0,,,,185,3,7,93,27,11.94,0,0,Death,221,36,8
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.4,94,1,Hardik Pandya,Blessing Muzarabani,4,0,0,0,0,0,4,0,,,,189,3,7,94,26,12.06,1,0,Death,221,32,7.38
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.5,95,1,Hardik Pandya,Blessing Muzarabani,4,0,0,0,0,0,4,0,,,,193,3,7,95,25,12.19,1,0,Death,221,28,6.72
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,15.6,96,1,Hardik Pandya,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,193,3,7,96,24,12.06,0,1,Death,221,28,7
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.1,97,1,Tilak Varma,Kartik Tyagi,1,0,0,0,0,0,1,0,,,,194,3,7,97,23,12,0,0,Death,221,27,7.04
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.2,98,1,Hardik Pandya,Kartik Tyagi,1,0,0,0,0,0,1,0,,,,195,3,7,98,22,11.94,0,0,Death,221,26,7.09
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.3,99,1,Tilak Varma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,195,3,7,99,21,11.82,0,1,Death,221,26,7.43
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.4,100,1,Tilak Varma,Kartik Tyagi,0,1,0,1,0,0,1,0,,,,196,3,7,100,20,11.76,0,0,Death,221,25,7.5
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.5,101,1,Hardik Pandya,Kartik Tyagi,1,0,0,0,0,0,1,0,,,,197,3,7,101,19,11.7,0,0,Death,221,24,7.58
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,16.6,102,1,Tilak Varma,Kartik Tyagi,4,0,0,0,0,0,4,0,,,,201,3,7,102,18,11.82,1,0,Death,221,20,6.67
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.1,103,1,Hardik Pandya,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,201,3,7,103,17,11.71,0,1,Death,221,20,7.06
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.2,104,1,Hardik Pandya,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,202,3,7,104,16,11.65,0,0,Death,221,19,7.12
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.3,105,1,Tilak Varma,Vaibhav Arora,4,0,0,0,0,0,4,0,,,,206,3,7,105,15,11.77,1,0,Death,221,15,6
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.4,106,1,Tilak Varma,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,207,3,7,106,14,11.72,0,0,Death,221,14,6
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.5,107,1,Hardik Pandya,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,208,3,7,107,13,11.66,0,0,Death,221,13,6
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,17.6,108,1,Tilak Varma,Vaibhav Arora,4,0,0,0,0,0,4,0,,,,212,3,7,108,12,11.78,1,0,Death,221,9,4.5
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.1,109,1,Hardik Pandya,Sunil Narine,1,0,0,0,0,0,1,0,,,,213,3,7,109,11,11.72,0,0,Death,221,8,4.36
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.2,110,1,Tilak Varma,Sunil Narine,1,0,0,0,0,0,1,0,,,,214,3,7,110,10,11.67,0,0,Death,221,7,4.2
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.3,111,1,Hardik Pandya,Sunil Narine,1,0,0,0,0,0,1,0,,,,215,3,7,111,9,11.62,0,0,Death,221,6,4
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.4,112,1,Tilak Varma,Sunil Narine,0,0,0,0,0,0,0,1,caught,Tilak Varma,(sub)Manish Pandey,215,4,6,112,8,11.52,0,1,Death,221,6,4.5
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.5,113,1,Naman Dhir,Sunil Narine,1,0,0,0,0,0,1,0,,,,216,4,6,113,7,11.47,0,0,Death,221,5,4.29
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,18.6,114,1,Hardik Pandya,Sunil Narine,4,0,0,0,0,0,4,0,,,,220,4,6,114,6,11.58,1,0,Death,221,1,1
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,19.1,115,1,Naman Dhir,Anukul Roy,4,0,0,0,0,0,4,0,,,,224,4,6,115,5,11.69,1,0,Death,221,0,0
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.1,1,1,Mitchell Marsh,Mukesh Kumar,1,0,0,0,0,0,1,0,,,,1,0,10,1,119,6,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.2,2,1,Rishabh Pant,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,1,0,10,2,118,3,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.3,3,1,Rishabh Pant,Mukesh Kumar,4,0,0,0,0,0,4,0,,,,5,0,10,3,117,10,1,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.4,4,1,Rishabh Pant,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,5,0,10,4,116,7.5,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.5,5,1,Rishabh Pant,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,5,0,10,5,115,6,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.5,5,0,Rishabh Pant,Mukesh Kumar,0,1,1,0,0,0,1,0,,,,6,0,10,5,115,7.2,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,0.6,6,1,Rishabh Pant,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,6,0,10,6,114,6,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.1,7,1,Mitchell Marsh,Lungi Ngidi,4,0,0,0,0,0,4,0,,,,10,0,10,7,113,8.57,1,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.2,8,1,Mitchell Marsh,Lungi Ngidi,0,0,0,0,0,0,0,0,,,,10,0,10,8,112,7.5,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.3,9,1,Mitchell Marsh,Lungi Ngidi,4,0,0,0,0,0,4,0,,,,14,0,10,9,111,9.33,1,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.4,10,1,Mitchell Marsh,Lungi Ngidi,1,0,0,0,0,0,1,0,,,,15,0,10,10,110,9,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.5,11,1,Rishabh Pant,Lungi Ngidi,0,0,0,0,0,0,0,0,,,,15,0,10,11,109,8.18,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,1.6,12,1,Rishabh Pant,Lungi Ngidi,1,0,0,0,0,0,1,0,,,,16,0,10,12,108,8,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.1,13,1,Rishabh Pant,Mukesh Kumar,1,0,0,0,0,0,1,0,,,,17,0,10,13,107,7.85,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.2,14,1,Mitchell Marsh,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,17,0,10,14,106,7.29,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.3,15,1,Mitchell Marsh,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,17,0,10,15,105,6.8,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.4,16,1,Mitchell Marsh,Mukesh Kumar,1,0,0,0,0,0,1,0,,,,18,0,10,16,104,6.75,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.5,17,1,Rishabh Pant,Mukesh Kumar,1,0,0,0,0,0,1,0,,,,19,0,10,17,103,6.71,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,2.6,18,1,Mitchell Marsh,Mukesh Kumar,0,0,0,0,0,0,0,1,run out,Rishabh Pant,Mukesh Kumar,19,1,9,18,102,6.33,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.1,19,1,Aiden Markram,Axar Patel,0,0,0,0,0,0,0,0,,,,19,1,9,19,101,6,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.2,20,1,Aiden Markram,Axar Patel,0,0,0,0,0,0,0,0,,,,19,1,9,20,100,5.7,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.3,21,1,Aiden Markram,Axar Patel,1,0,0,0,0,0,1,0,,,,20,1,9,21,99,5.71,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.4,22,1,Mitchell Marsh,Axar Patel,0,0,0,0,0,0,0,0,,,,20,1,9,22,98,5.45,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.5,23,1,Mitchell Marsh,Axar Patel,1,0,0,0,0,0,1,0,,,,21,1,9,23,97,5.48,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,3.6,24,1,Aiden Markram,Axar Patel,4,0,0,0,0,0,4,0,,,,25,1,9,24,96,6.25,1,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.1,25,1,Mitchell Marsh,Mukesh Kumar,0,4,0,1,0,0,4,0,,,,29,1,9,25,95,6.96,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.2,26,1,Mitchell Marsh,Mukesh Kumar,6,0,0,0,0,0,6,0,,,,35,1,9,26,94,8.08,1,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.3,27,1,Mitchell Marsh,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,35,1,9,27,93,7.78,0,1,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.3,27,0,Mitchell Marsh,Mukesh Kumar,0,1,1,0,0,0,1,0,,,,36,1,9,27,93,8,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.4,28,1,Mitchell Marsh,Mukesh Kumar,1,0,0,0,0,0,1,0,,,,37,1,9,28,92,7.93,0,0,Powerplay,,,
5,"Apr 1, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,LSG,DC,Lucknow Super Giants,Delhi Capitals,4.5,29,1,Aiden Markram,Mukesh Kumar,0,0,0,0,0,0,0,0,,,,37,1,9,29,91,7.66,0,1,Powerplay,,,
