match_no,innings,batting_team,bowling_team,venue,phase,total_runs,total_wickets,wickets_remaining,balls_bowled,balls_remaining,crr,mom_runs_l30,mom_wkts_l30,mom_dot_rate_l30,mom_bdry_rate_l30,partnership_runs,partnership_balls,y_final_score
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,151,2,8,84,36,10.79,64,1,0.167,0.3,58,21,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,151,3,7,85,35,10.66,64,2,0.167,0.3,58,22,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,151,3,7,86,34,10.53,64,2,0.167,0.3,0,1,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,151,3,7,87,33,10.41,63,2,0.2,0.3,0,2,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,151,3,7,88,32,10.3,62,2,0.233,0.3,0,3,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,152,3,7,89,31,10.25,61,2,0.233,0.3,1,4,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Middle,153,3,7,90,30,10.2,62,2,0.2,0.3,2,5,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,154,3,7,91,29,10.15,62,2,0.2,0.3,3,6,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,155,3,7,92,28,10.11,62,2,0.2,0.3,4,7,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,156,3,7,92,28,10.17,63,1,0.167,0.3,5,8,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,162,3,7,93,27,10.45,68,1,0.167,0.333,11,9,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,162,3,7,94,26,10.34,64,1,0.2,0.3,11,10,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,166,3,7,95,25,10.48,62,1,0.2,0.3,15,11,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,172,3,7,96,24,10.75,67,1,0.2,0.333,21,12,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,173,3,7,97,23,10.7,62,1,0.2,0.3,22,13,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,174,3,7,98,22,10.65,62,1,0.2,0.3,23,14,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,180,3,7,99,21,10.91,67,1,0.2,0.333,29,15,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,186,3,7,100,20,11.16,72,1,0.2,0.367,35,16,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,192,3,7,101,19,11.41,77,1,0.2,0.4,41,17,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,193,3,7,102,18,11.35,77,1,0.2,0.4,42,18,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,197,3,7,103,17,11.48,75,1,0.2,0.4,46,19,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,197,3,7,104,16,11.37,74,1,0.233,0.4,46,20,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,199,3,7,105,15,11.37,70,1,0.233,0.367,48,21,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,199,3,7,106,14,11.26,66,1,0.267,0.333,48,22,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,200,3,7,106,14,11.32,63,1,0.267,0.3,49,23,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,206,3,7,107,13,11.55,63,1,0.267,0.3,55,24,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,207,3,7,108,12,11.5,63,1,0.267,0.3,56,25,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,213,3,7,109,11,11.72,67,1,0.267,0.333,62,26,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,215,3,7,110,10,11.73,69,1,0.233,0.333,64,27,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,219,3,7,111,9,11.84,69,1,0.233,0.333,68,28,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,225,3,7,112,8,12.05,74,1,0.233,0.367,74,29,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,231,3,7,113,7,12.27,80,0,0.2,0.4,80,30,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,237,3,7,114,6,12.47,86,0,0.167,0.433,86,31,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,243,3,7,115,5,12.68,92,0,0.133,0.467,92,32,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,243,3,7,116,4,12.57,92,0,0.133,0.467,92,33,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,244,3,7,117,3,12.51,92,0,0.133,0.467,93,34,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,245,3,7,118,2,12.46,92,0,0.133,0.467,94,35,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,246,3,7,119,1,12.4,92,0,0.133,0.467,95,36,250
11,1,Royal Challengers Bengaluru,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Death,250,3,7,120,0,12.5,95,0,0.133,0.5,99,37,250
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,1,0,10,1,119,6.0,1,0,0.0,0.0,1,1,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,2,0,10,2,118,6.0,2,0,0.0,0.0,2,2,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,6,0,10,3,117,12.0,6,0,0.0,0.333,6,3,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,7,0,10,4,116,10.5,7,0,0.0,0.25,7,4,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,11,0,10,5,115,13.2,11,0,0.0,0.4,11,5,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,12,0,10,6,114,12.0,12,0,0.0,0.333,12,6,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,12,0,10,7,113,10.29,12,0,0.143,0.286,12,7,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,12,0,10,8,112,9.0,12,0,0.25,0.25,12,8,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,12,0,10,9,111,8.0,12,0,0.333,0.222,12,9,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,12,1,9,10,110,7.2,12,1,0.4,0.2,12,10,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,16,1,9,11,109,8.73,16,1,0.364,0.273,4,1,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,16,2,8,12,108,8.0,16,2,0.417,0.25,4,2,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,17,2,8,13,107,7.85,17,2,0.385,0.231,1,1,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,17,2,8,14,106,7.29,17,2,0.429,0.214,1,2,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,18,2,8,15,105,7.2,18,2,0.4,0.2,2,3,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,19,2,8,16,104,7.12,19,2,0.375,0.188,3,4,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,19,2,8,17,103,6.71,19,2,0.412,0.176,3,5,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,20,2,8,18,102,6.67,20,2,0.389,0.167,4,6,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,20,2,8,19,101,6.32,20,2,0.421,0.158,4,7,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,20,2,8,20,100,6.0,20,2,0.45,0.15,4,8,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,25,2,8,21,99,7.14,25,2,0.429,0.143,9,9,25
12,1,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Powerplay,25,2,8,22,98,6.82,25,2,0.455,0.136,9,10,25
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,4,0,10,1,119,24.0,4,0,0.0,1.0,4,1,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,10,0,10,2,118,30.0,10,0,0.0,1.0,10,2,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,14,0,10,3,117,28.0,14,0,0.0,1.0,14,3,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,14,0,10,4,116,21.0,14,0,0.25,0.75,14,4,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,18,0,10,5,115,21.6,18,0,0.2,0.8,18,5,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,22,0,10,6,114,22.0,22,0,0.167,0.833,22,6,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,28,0,10,7,113,24.0,28,0,0.143,0.857,28,7,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,29,0,10,8,112,21.75,29,0,0.125,0.75,29,8,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,30,0,10,9,111,20.0,30,0,0.111,0.667,30,9,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,36,0,10,10,110,21.6,36,0,0.1,0.7,36,10,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,36,0,10,11,109,19.64,36,0,0.182,0.636,36,11,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,36,0,10,12,108,18.0,36,0,0.25,0.583,36,12,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,42,0,10,13,107,19.38,42,0,0.231,0.615,42,13,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,48,0,10,14,106,20.57,48,0,0.214,0.643,48,14,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,49,0,10,15,105,19.6,49,0,0.2,0.6,49,15,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,55,0,10,16,104,20.62,55,0,0.188,0.625,55,16,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,56,0,10,16,104,21.0,56,0,0.176,0.588,56,17,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,57,0,10,17,103,20.12,57,0,0.167,0.556,57,18,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,58,0,10,18,102,19.33,58,0,0.158,0.526,58,19,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,58,0,10,19,101,18.32,58,0,0.2,0.5,58,20,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,59,0,10,20,100,17.7,59,0,0.19,0.476,59,21,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,60,0,10,21,99,17.14,60,0,0.182,0.455,60,22,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,61,0,10,22,98,16.64,61,0,0.174,0.435,61,23,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,62,0,10,23,97,16.17,62,0,0.167,0.417,62,24,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,62,0,10,24,96,15.5,62,0,0.2,0.4,62,25,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,68,0,10,25,95,16.32,68,0,0.192,0.423,68,26,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,72,0,10,26,94,16.62,72,0,0.185,0.444,72,27,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,73,0,10,27,93,16.22,73,0,0.179,0.429,73,28,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,74,0,10,28,92,15.86,74,0,0.172,0.414,74,29,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,80,0,10,29,91,16.55,80,0,0.167,0.433,80,30,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,80,1,9,30,90,16.0,76,1,0.2,0.4,80,31,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,81,1,9,30,90,16.2,71,1,0.2,0.367,1,1,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,82,1,9,31,89,15.87,68,1,0.2,0.333,2,2,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,84,1,9,32,88,15.75,70,1,0.167,0.333,4,3,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,84,1,9,33,87,15.27,66,1,0.2,0.3,4,4,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,84,2,8,34,86,14.82,62,2,0.233,0.267,4,5,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,85,2,8,35,85,14.57,57,2,0.233,0.233,1,1,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Powerplay,89,2,8,36,84,14.83,60,2,0.233,0.267,5,2,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,90,2,8,37,83,14.59,60,2,0.233,0.267,6,3,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,90,2,8,38,82,14.21,54,2,0.267,0.233,6,4,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,91,2,8,39,81,14.0,55,2,0.233,0.233,7,5,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,95,2,8,40,80,14.25,59,2,0.2,0.267,11,6,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,96,2,8,41,79,14.05,54,2,0.2,0.233,12,7,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,97,2,8,42,78,13.86,49,2,0.2,0.2,13,8,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,98,2,8,43,77,13.67,49,2,0.2,0.2,14,9,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,99,2,8,44,76,13.5,44,2,0.2,0.167,15,10,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,103,2,8,45,75,13.73,47,2,0.2,0.2,19,11,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,104,2,8,46,74,13.57,47,2,0.2,0.2,20,12,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,104,2,8,47,73,13.28,46,2,0.233,0.2,20,13,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,110,2,8,48,72,13.75,52,2,0.2,0.233,26,14,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,114,2,8,49,71,13.96,55,2,0.2,0.267,30,15,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,115,2,8,50,70,13.8,55,2,0.2,0.267,31,16,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,115,2,8,51,69,13.53,54,2,0.233,0.267,31,17,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,121,2,8,52,68,13.96,59,2,0.233,0.3,37,18,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,121,3,7,53,67,13.7,59,3,0.233,0.3,37,19,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,122,3,7,54,66,13.56,54,3,0.233,0.267,1,1,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,122,3,7,55,65,13.31,50,3,0.267,0.233,1,2,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,123,3,7,56,64,13.18,50,3,0.267,0.233,2,3,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,124,3,7,56,64,13.29,50,3,0.267,0.233,3,4,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,130,3,7,57,63,13.68,50,3,0.267,0.233,9,5,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,131,3,7,58,62,13.55,51,2,0.233,0.233,10,6,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,131,3,7,59,61,13.32,50,2,0.267,0.233,10,7,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,132,3,7,60,60,13.2,50,2,0.267,0.233,11,8,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,134,3,7,61,59,13.18,50,2,0.267,0.233,13,9,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,135,3,7,61,59,13.28,51,2,0.233,0.233,14,10,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,136,3,7,62,58,13.16,52,1,0.2,0.233,15,11,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,140,3,7,63,57,13.33,55,1,0.2,0.267,19,12,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,140,3,7,64,56,13.12,51,1,0.233,0.233,19,13,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,141,3,7,64,56,13.22,51,1,0.233,0.233,20,14,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,145,3,7,65,55,13.38,55,1,0.2,0.267,24,15,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,146,3,7,65,55,13.48,55,1,0.2,0.267,25,16,150
13,1,Rajasthan Royals,Mumbai Indians,"Barsapara Cricket Stadium, Guwahati",Middle,150,3,7,66,54,13.64,55,1,0.2,0.267,29,17,150
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,4,0,10,1,119,24.0,4,0,0.0,1.0,4,1,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,5,0,10,2,118,15.0,5,0,0.0,0.5,5,2,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,9,0,10,3,117,18.0,9,0,0.0,0.667,9,3,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,10,0,10,4,116,15.0,10,0,0.0,0.5,10,4,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,11,0,10,5,115,13.2,11,0,0.0,0.4,11,5,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,11,0,10,6,114,11.0,11,0,0.167,0.333,11,6,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,15,0,10,7,113,12.86,15,0,0.143,0.429,15,7,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,16,0,10,8,112,12.0,16,0,0.125,0.375,16,8,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,16,0,10,9,111,10.67,16,0,0.222,0.333,16,9,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,16,0,10,10,110,9.6,16,0,0.3,0.3,16,10,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,17,0,10,11,109,9.27,17,0,0.273,0.273,17,11,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,18,0,10,12,108,9.0,18,0,0.25,0.25,18,12,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,18,1,9,13,107,8.31,18,1,0.308,0.231,18,13,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,19,1,9,13,107,8.77,19,1,0.286,0.214,1,1,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,19,1,9,14,106,8.14,19,1,0.333,0.2,1,2,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,19,1,9,15,105,7.6,19,1,0.375,0.188,1,3,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,19,1,9,16,104,7.12,19,1,0.412,0.176,1,4,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,25,1,9,17,103,8.82,25,1,0.389,0.222,7,5,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,26,1,9,17,103,9.18,26,1,0.368,0.211,8,6,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,27,1,9,18,102,9.0,27,1,0.35,0.2,9,7,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,31,1,9,19,101,9.79,31,1,0.333,0.238,13,8,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,37,1,9,20,100,11.1,37,1,0.318,0.273,19,9,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,37,1,9,21,99,10.57,37,1,0.348,0.261,19,10,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,38,1,9,22,98,10.36,38,1,0.333,0.25,20,11,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,39,1,9,23,97,10.17,39,1,0.32,0.24,21,12,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,40,1,9,24,96,10.0,40,1,0.308,0.231,22,13,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,46,1,9,25,95,11.04,46,1,0.296,0.259,28,14,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,52,1,9,26,94,12.0,52,1,0.286,0.286,34,15,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,56,1,9,27,93,12.44,56,1,0.276,0.31,38,16,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,56,1,9,28,92,12.0,56,1,0.3,0.3,38,17,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,62,1,9,29,91,12.83,58,1,0.3,0.3,44,18,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,63,1,9,30,90,12.6,58,1,0.3,0.3,45,19,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,63,1,9,31,89,12.19,54,1,0.333,0.267,45,20,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,63,1,9,32,88,11.81,53,1,0.367,0.267,45,21,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,67,1,9,33,87,12.18,56,1,0.367,0.3,49,22,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,67,1,9,34,86,11.82,56,1,0.367,0.3,49,23,210
14,1,Gujarat Titans,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Powerplay,67,1,9,35,85,11.49,52,1,0.4,0.267,49,24,210
