match_no,innings,batting_team,bowling_team,venue,phase,total_runs,total_wickets,wickets_remaining,balls_bowled,balls_remaining,crr,mom_runs_l30,mom_wkts_l30,mom_dot_rate_l30,mom_bdry_rate_l30,partnership_runs,partnership_balls,y_final_score
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,0,0,10,1,119,0.0,0,0,1.0,0.0,0,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,1,0,10,2,118,3.0,1,0,0.5,0.0,1,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,1,0,10,3,117,2.0,1,0,0.667,0.0,1,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,7,0,10,4,116,10.5,7,0,0.5,0.25,7,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,7,0,10,5,115,8.4,7,0,0.6,0.2,7,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,7,0,10,6,114,7.0,7,0,0.667,0.167,7,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,8,0,10,7,113,6.86,8,0,0.571,0.143,8,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,9,0,10,8,112,6.75,9,0,0.5,0.125,9,8,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,10,0,10,9,111,6.67,10,0,0.444,0.111,10,9,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,10,0,10,10,110,6.0,10,0,0.5,0.1,10,10,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,11,0,10,10,110,6.6,11,0,0.455,0.091,11,11,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,12,0,10,11,109,6.55,12,0,0.417,0.083,12,12,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,13,0,10,11,109,7.09,13,0,0.385,0.077,13,13,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,17,0,10,12,108,8.5,17,0,0.357,0.143,17,14,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,17,1,9,13,107,7.85,17,1,0.4,0.133,17,15,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,18,1,9,13,107,8.31,18,1,0.375,0.125,1,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,19,1,9,13,107,8.77,19,1,0.353,0.118,2,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,20,1,9,14,106,8.57,20,1,0.333,0.111,3,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,20,1,9,15,105,8.0,20,1,0.368,0.105,3,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,20,1,9,16,104,7.5,20,1,0.4,0.1,3,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,24,1,9,17,103,8.47,24,1,0.381,0.143,7,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,24,2,8,18,102,8.0,24,2,0.409,0.136,7,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,28,2,8,19,101,8.84,28,2,0.391,0.174,4,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,29,2,8,20,100,8.7,29,2,0.375,0.167,5,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,29,2,8,21,99,8.29,29,2,0.4,0.16,5,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,29,2,8,22,98,7.91,29,2,0.423,0.154,5,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,29,2,8,23,97,7.57,29,2,0.444,0.148,5,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,30,2,8,24,96,7.5,30,2,0.429,0.143,6,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,30,2,8,25,95,7.2,30,2,0.448,0.138,6,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,30,3,7,26,94,6.92,30,3,0.467,0.133,6,8,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,30,3,7,27,93,6.67,30,3,0.467,0.133,0,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,33,3,7,28,92,7.07,32,3,0.467,0.133,3,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,34,3,7,29,91,7.03,33,3,0.433,0.133,4,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,34,3,7,30,90,6.8,27,3,0.467,0.1,4,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,34,3,7,31,89,6.58,27,3,0.467,0.1,4,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,40,3,7,32,88,7.5,33,3,0.433,0.133,10,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,44,3,7,33,87,8.0,36,3,0.433,0.167,14,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,50,3,7,34,86,8.82,41,3,0.433,0.2,20,8,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,50,3,7,35,85,8.57,40,3,0.467,0.2,20,9,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Powerplay,50,3,7,36,84,8.33,40,3,0.467,0.2,20,10,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,51,3,7,37,83,8.27,40,3,0.467,0.2,21,11,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,52,3,7,38,82,8.21,40,3,0.467,0.2,22,12,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,53,3,7,39,81,8.15,40,3,0.467,0.2,23,13,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,54,3,7,40,80,8.1,37,3,0.467,0.167,24,14,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,54,3,7,41,79,7.9,37,2,0.467,0.167,24,15,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,55,3,7,42,78,7.86,37,2,0.467,0.167,25,16,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,56,3,7,43,77,7.81,37,2,0.467,0.167,26,17,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,60,3,7,44,76,8.18,40,2,0.467,0.2,30,18,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,61,3,7,45,75,8.13,41,2,0.433,0.2,31,19,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,65,3,7,46,74,8.48,45,2,0.4,0.233,35,20,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,69,3,7,47,73,8.81,45,2,0.4,0.233,39,21,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,71,3,7,48,72,8.88,47,1,0.367,0.233,41,22,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,72,3,7,49,71,8.82,44,1,0.367,0.2,42,23,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,73,3,7,50,70,8.76,44,1,0.367,0.2,43,24,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,73,3,7,51,69,8.59,44,1,0.367,0.2,43,25,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,77,3,7,52,68,8.88,48,1,0.333,0.233,47,26,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,79,3,7,53,67,8.94,50,1,0.3,0.233,49,27,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,80,3,7,54,66,8.89,50,1,0.3,0.233,50,28,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,80,3,7,55,65,8.73,50,1,0.3,0.233,50,29,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,84,3,7,56,64,9.0,54,0,0.267,0.267,54,30,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,85,3,7,57,63,8.95,55,0,0.233,0.267,55,31,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,86,3,7,58,62,8.9,53,0,0.233,0.267,56,32,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,88,3,7,59,61,8.95,54,0,0.233,0.267,58,33,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,88,3,7,60,60,8.8,54,0,0.233,0.267,58,34,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,88,3,7,61,59,8.66,54,0,0.233,0.267,58,35,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,89,3,7,62,58,8.61,49,0,0.233,0.233,59,36,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,90,3,7,63,57,8.57,46,0,0.233,0.2,60,37,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,91,3,7,64,56,8.53,41,0,0.233,0.167,61,38,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,92,3,7,65,55,8.49,42,0,0.2,0.167,62,39,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,93,3,7,66,54,8.45,43,0,0.167,0.167,63,40,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,94,3,7,67,53,8.42,43,0,0.167,0.167,64,41,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,95,3,7,68,52,8.38,43,0,0.167,0.167,65,42,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,99,3,7,69,51,8.61,46,0,0.167,0.2,69,43,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,103,3,7,70,50,8.83,49,0,0.167,0.233,73,44,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,103,3,7,71,49,8.7,49,0,0.167,0.233,73,45,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,103,3,7,72,48,8.58,48,0,0.2,0.233,73,46,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,107,3,7,73,47,8.79,51,0,0.2,0.267,77,47,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,113,3,7,74,46,9.16,53,0,0.2,0.267,83,48,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,114,3,7,75,45,9.12,53,0,0.2,0.267,84,49,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,115,3,7,76,44,9.08,50,0,0.2,0.233,85,50,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,116,3,7,77,43,9.04,47,0,0.2,0.2,86,51,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,122,3,7,78,42,9.38,51,0,0.2,0.233,92,52,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,128,3,7,79,41,9.72,56,0,0.2,0.267,98,53,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,128,4,6,80,40,9.6,55,1,0.233,0.267,98,54,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,128,4,6,81,39,9.48,55,1,0.233,0.267,0,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,129,4,6,82,38,9.44,52,1,0.233,0.233,1,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,130,4,6,83,37,9.4,51,1,0.233,0.233,2,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,136,4,6,84,36,9.71,56,1,0.233,0.267,8,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,137,4,6,85,35,9.67,57,1,0.2,0.267,9,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,138,4,6,86,34,9.63,54,1,0.2,0.233,10,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,139,4,6,87,33,9.59,54,1,0.2,0.233,11,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,139,5,5,88,32,9.48,53,2,0.233,0.233,11,8,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,139,5,5,89,31,9.37,51,2,0.267,0.233,0,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Middle,143,5,5,90,30,9.53,55,2,0.233,0.267,4,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,144,5,5,91,29,9.49,56,2,0.2,0.267,5,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,144,5,5,92,28,9.39,55,2,0.233,0.267,5,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,150,5,5,93,27,9.68,60,2,0.233,0.3,11,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,150,5,5,94,26,9.57,59,2,0.267,0.3,11,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,151,5,5,95,25,9.54,59,2,0.267,0.3,12,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,157,5,5,96,24,9.81,64,2,0.267,0.333,18,8,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,157,6,4,97,23,9.71,63,3,0.3,0.333,18,9,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,163,6,4,98,22,9.98,68,3,0.3,0.367,6,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,164,6,4,99,21,9.94,65,3,0.3,0.333,7,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,165,6,4,100,20,9.9,62,3,0.3,0.3,8,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,166,6,4,101,19,9.86,63,3,0.267,0.3,9,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,167,6,4,101,19,9.92,64,3,0.233,0.3,10,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,169,6,4,102,18,9.94,62,3,0.233,0.267,12,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,169,7,3,103,17,9.84,56,4,0.267,0.233,12,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,171,7,3,104,16,9.87,57,4,0.267,0.233,2,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,175,7,3,105,15,10.0,60,4,0.267,0.267,6,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,176,7,3,106,14,9.96,60,4,0.267,0.267,7,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,176,7,3,107,13,9.87,54,4,0.3,0.233,7,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,176,8,2,108,12,9.78,48,5,0.333,0.2,7,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,177,8,2,109,11,9.74,49,4,0.3,0.2,1,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,178,8,2,110,10,9.71,50,4,0.267,0.2,2,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,184,8,2,111,9,9.95,55,4,0.267,0.233,8,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,188,8,2,112,8,10.07,58,4,0.267,0.267,12,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,194,8,2,113,7,10.3,58,4,0.267,0.267,18,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,194,8,2,114,6,10.21,57,4,0.3,0.267,18,6,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,194,9,1,115,5,10.12,56,5,0.333,0.267,18,7,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,196,9,1,116,4,10.14,57,5,0.333,0.267,2,1,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,198,9,1,117,3,10.15,59,4,0.3,0.267,4,2,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,199,9,1,118,2,10.12,60,4,0.267,0.267,5,3,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,201,9,1,119,1,10.13,58,4,0.267,0.233,7,4,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,201,9,1,120,0,10.05,57,4,0.3,0.233,7,5,203
1,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",Death,203,9,1,121,0,10.07,59,4,0.267,0.233,9,6,203
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,0,0,10,1,119,0.0,0,0,1.0,0.0,0,1,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,1,0,10,1,119,6.0,1,0,0.5,0.0,1,2,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,1,0,10,2,118,3.0,1,0,0.667,0.0,1,3,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,2,0,10,2,118,6.0,2,0,0.5,0.0,2,4,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,8,0,10,3,117,16.0,8,0,0.4,0.2,8,5,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,8,0,10,4,116,12.0,8,0,0.5,0.167,8,6,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,10,0,10,5,115,12.0,10,0,0.429,0.143,10,7,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,10,0,10,6,114,10.0,10,0,0.5,0.125,10,8,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,10,0,10,7,113,8.57,10,0,0.556,0.111,10,9,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,10,0,10,8,112,7.5,10,0,0.6,0.1,10,10,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,10,0,10,9,111,6.67,10,0,0.636,0.091,10,11,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,14,0,10,10,110,8.4,14,0,0.583,0.167,14,12,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,14,0,10,11,109,7.64,14,0,0.615,0.154,14,13,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,14,0,10,12,108,7.0,14,0,0.643,0.143,14,14,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,15,0,10,13,107,6.92,15,0,0.6,0.133,15,15,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,15,0,10,14,106,6.43,15,0,0.625,0.125,15,16,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,19,0,10,15,105,7.6,19,0,0.588,0.176,19,17,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,25,0,10,16,104,9.38,25,0,0.556,0.222,25,18,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,25,0,10,17,103,8.82,25,0,0.579,0.211,25,19,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,31,0,10,18,102,10.33,31,0,0.55,0.25,31,20,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,37,0,10,19,101,11.68,37,0,0.524,0.286,37,21,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,43,0,10,20,100,12.9,43,0,0.5,0.318,43,22,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,44,0,10,21,99,12.57,44,0,0.478,0.304,44,23,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,48,0,10,22,98,13.09,48,0,0.458,0.333,48,24,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,49,0,10,22,98,13.36,49,0,0.44,0.32,49,25,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,53,0,10,23,97,13.83,53,0,0.423,0.346,53,26,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,57,0,10,24,96,14.25,57,0,0.407,0.37,57,27,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,61,0,10,25,95,14.64,61,0,0.393,0.393,61,28,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,62,0,10,26,94,14.31,62,0,0.379,0.379,62,29,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,66,0,10,27,93,14.67,66,0,0.367,0.4,66,30,220
2,1,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Powerplay,67,0,10,28,92,14.36,67,0,0.333,0.4,67,31,220
